"REF_DATE","GEO","DGUID","Dwelling tenure","Selected housing indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Edmonton, Alberta","2016S0503835","Renter","Total, structural type of dwelling","Percentage of households","Percent","239","units","0","v1110607331","74.5.1.4","100.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Single-detached house","Number of households","Number","223","units","0","v1110607334","74.5.2.1","27600","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Single-detached house","Percentage of households","Percent","239","units","0","v1110607337","74.5.2.4","16.4","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Semi-detached house","Number of households","Number","223","units","0","v1110607340","74.5.3.1","9500","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Semi-detached house","Percentage of households","Percent","239","units","0","v1110607343","74.5.3.4","5.7","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Row house","Number of households","Number","223","units","0","v1110607346","74.5.4.1","14500","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Row house","Percentage of households","Percent","239","units","0","v1110607349","74.5.4.4","8.6","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Apartment or flat in a duplex","Number of households","Number","223","units","0","v1110607352","74.5.5.1","5900","D","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Apartment or flat in a duplex","Percentage of households","Percent","239","units","0","v1110607355","74.5.5.4","3.5","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Apartment in a building that has five or more storeys","Number of households","Number","223","units","0","v1110607358","74.5.6.1","21300","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Apartment in a building that has five or more storeys","Percentage of households","Percent","239","units","0","v1110607361","74.5.6.4","12.6","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Apartment in a building that has fewer than five storeys","Number of households","Number","223","units","0","v1110607364","74.5.7.1","85400","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Apartment in a building that has fewer than five storeys","Percentage of households","Percent","239","units","0","v1110607367","74.5.7.4","51.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Other single-attached house","Number of households","Number","223","units","0","v1110607370","74.5.8.1","","0s","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Other single-attached house","Percentage of households","Percent","239","units","0","v1110607373","74.5.8.4","","x","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moveable dwelling","Number of households","Number","223","units","0","v1110607376","74.5.9.1","900","E","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moveable dwelling","Percentage of households","Percent","239","units","0","v1110607379","74.5.9.4","","x","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Total, condominium status","Number of households","Number","223","units","0","v1110623960","74.5.10.1","168500","A","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Total, condominium status","Percentage of households","Percent","239","units","0","v1110623963","74.5.10.4","100.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Condominium","Number of households","Number","223","units","0","v1110623966","74.5.11.1","46500","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Condominium","Percentage of households","Percent","239","units","0","v1110623969","74.5.11.4","28.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Not condominium","Number of households","Number","223","units","0","v1110623972","74.5.12.1","122000","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Not condominium","Percentage of households","Percent","239","units","0","v1110623975","74.5.12.4","72.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Total, satisfaction with dwelling","Number of households","Number","223","units","0","v1110699914","74.5.13.1","168500","A","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Total, satisfaction with dwelling","Percentage of households","Percent","239","units","0","v1110699917","74.5.13.4","100.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Very satisfied with dwelling","Number of households","Number","223","units","0","v1110699920","74.5.14.1","33600","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Very satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699923","74.5.14.4","20.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Satisfied with dwelling","Number of households","Number","223","units","0","v1110699926","74.5.15.1","86100","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699929","74.5.15.4","51.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Neither satisfied nor dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699932","74.5.16.1","30700","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Neither satisfied nor dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699935","74.5.16.4","18.2","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699938","74.5.17.1","14300","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699941","74.5.17.4","8.4","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Very dissatisfied with dwelling","Number of households","Number","223","units","0","v1110699944","74.5.18.1","3900","D","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Very dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110699947","74.5.18.4","2.3","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Total, satisfaction with neighbourhood","Number of households","Number","223","units","0","v1110680834","74.5.19.1","168400","A","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Total, satisfaction with neighbourhood","Percentage of households","Percent","239","units","0","v1110680837","74.5.19.4","100.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Very satisfied with neighbourhood","Number of households","Number","223","units","0","v1110680840","74.5.20.1","54600","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Very satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680843","74.5.20.4","32.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Satisfied with neighbourhood","Number of households","Number","223","units","0","v1110680846","74.5.21.1","75200","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680849","74.5.21.4","45.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Neither satisfied nor dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680852","74.5.22.1","23600","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Neither satisfied nor dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680855","74.5.22.4","14.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680858","74.5.23.1","10900","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680861","74.5.23.4","6.5","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Very dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680864","74.5.24.1","4100","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Very dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680867","74.5.24.4","2.4","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Number of households","Number","223","units","0","v1110709004","74.5.25.1","12800","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Percentage of households","Percent","239","units","0","v1110709007","74.5.25.4","7.6","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved due to a natural disaster or fire","Number of households","Number","223","units","0","v1110637520","74.5.26.1","900","E","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved due to a natural disaster or fire","Percentage of households","Percent","239","units","0","v1110637523","74.5.26.4","0.6","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved for a new job or job transfer","Number of households","Number","223","units","0","v1110637514","74.5.27.1","25200","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved for a new job or job transfer","Percentage of households","Percent","239","units","0","v1110637517","74.5.27.4","15.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved for a new school","Number of households","Number","223","units","0","v1110637508","74.5.28.1","6800","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved for a new school","Percentage of households","Percent","239","units","0","v1110637511","74.5.28.4","4.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to form own household","Number of households","Number","223","units","0","v1110637502","74.5.29.1","14400","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to form own household","Percentage of households","Percent","239","units","0","v1110637505","74.5.29.4","8.6","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to be closer to family","Number of households","Number","223","units","0","v1110637496","74.5.30.1","11600","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to be closer to family","Percentage of households","Percent","239","units","0","v1110637499","74.5.30.4","6.9","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved because of a change in household or family size","Number of households","Number","223","units","0","v1110653420","74.5.31.1","33600","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved because of a change in household or family size","Percentage of households","Percent","239","units","0","v1110653423","74.5.31.4","19.9","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to reduce commuting time","Number of households","Number","223","units","0","v1110653414","74.5.32.1","15900","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to reduce commuting time","Percentage of households","Percent","239","units","0","v1110653417","74.5.32.4","9.4","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to upgrade to a larger dwelling or better quality dwelling","Number of households","Number","223","units","0","v1110653408","74.5.33.1","41700","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to upgrade to a larger dwelling or better quality dwelling","Percentage of households","Percent","239","units","0","v1110653411","74.5.33.4","25.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to reduce housing costs","Number of households","Number","223","units","0","v1110653402","74.5.34.1","32600","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to reduce housing costs","Percentage of households","Percent","239","units","0","v1110653405","74.5.34.4","19.3","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to be in a more desirable neighbourhood","Number of households","Number","223","units","0","v1110653396","74.5.35.1","33900","B","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to be in a more desirable neighbourhood","Percentage of households","Percent","239","units","0","v1110653399","74.5.35.4","20.0","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved for personal health reasons","Number of households","Number","223","units","0","v1110665312","74.5.36.1","9200","C","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved for personal health reasons","Percentage of households","Percent","239","units","0","v1110665315","74.5.36.4","5.5","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to become a homeowner","Number of households","Number","223","units","0","v1110665306","74.5.37.1","1200","E","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved to become a homeowner","Percentage of households","Percent","239","units","0","v1110665309","74.5.37.4","0.7","","","","1"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved for another reason","Number of households","Number","223","units","0","v1110665300","74.5.38.1","2000","E","","","0"
"2018","Edmonton, Alberta","2016S0503835","Renter","Moved for another reason","Percentage of households","Percent","239","units","0","v1110665303","74.5.38.4","1.2","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Total, structural type of dwelling","Number of households","Number","223","units","0","v1110607490","75.3.1.1","95100","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Total, structural type of dwelling","Percentage of households","Percent","239","units","0","v1110607493","75.3.1.4","100.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Single-detached house","Number of households","Number","223","units","0","v1110607496","75.3.2.1","20300","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Single-detached house","Percentage of households","Percent","239","units","0","v1110607499","75.3.2.4","21.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Semi-detached house","Number of households","Number","223","units","0","v1110607502","75.3.3.1","1400","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Semi-detached house","Percentage of households","Percent","239","units","0","v1110607505","75.3.3.4","","x","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Row house","Number of households","Number","223","units","0","v1110607508","75.3.4.1","20500","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Row house","Percentage of households","Percent","239","units","0","v1110607511","75.3.4.4","22.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Apartment or flat in a duplex","Number of households","Number","223","units","0","v1110607514","75.3.5.1","2400","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Apartment or flat in a duplex","Percentage of households","Percent","239","units","0","v1110607517","75.3.5.4","2.5","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Apartment in a building that has five or more storeys","Number of households","Number","223","units","0","v1110607520","75.3.6.1","16700","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Apartment in a building that has five or more storeys","Percentage of households","Percent","239","units","0","v1110607523","75.3.6.4","17.5","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Apartment in a building that has fewer than five storeys","Number of households","Number","223","units","0","v1110607526","75.3.7.1","28300","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Apartment in a building that has fewer than five storeys","Percentage of households","Percent","239","units","0","v1110607529","75.3.7.4","30.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Other single-attached house","Number of households","Number","223","units","0","v1110607532","75.3.8.1","600","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Other single-attached house","Percentage of households","Percent","239","units","0","v1110607535","75.3.8.4","","x","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moveable dwelling","Number of households","Number","223","units","0","v1110607538","75.3.9.1","","0s","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moveable dwelling","Percentage of households","Percent","239","units","0","v1110607541","75.3.9.4","","x","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Total, condominium status","Number of households","Number","223","units","0","v1110624014","75.3.10.1","95200","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Total, condominium status","Percentage of households","Percent","239","units","0","v1110624017","75.3.10.4","100.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Condominium","Number of households","Number","223","units","0","v1110624020","75.3.11.1","50600","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Condominium","Percentage of households","Percent","239","units","0","v1110624023","75.3.11.4","53.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Not condominium","Number of households","Number","223","units","0","v1110624026","75.3.12.1","44600","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Not condominium","Percentage of households","Percent","239","units","0","v1110624029","75.3.12.4","47.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Total, satisfaction with dwelling","Number of households","Number","223","units","0","v1110700022","75.3.13.1","95200","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Total, satisfaction with dwelling","Percentage of households","Percent","239","units","0","v1110700025","75.3.13.4","100.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Very satisfied with dwelling","Number of households","Number","223","units","0","v1110700028","75.3.14.1","23100","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Very satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110700031","75.3.14.4","24.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Satisfied with dwelling","Number of households","Number","223","units","0","v1110700034","75.3.15.1","48300","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Satisfied with dwelling","Percentage of households","Percent","239","units","0","v1110700037","75.3.15.4","51.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with dwelling","Number of households","Number","223","units","0","v1110700040","75.3.16.1","18000","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110700043","75.3.16.4","18.9","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Dissatisfied with dwelling","Number of households","Number","223","units","0","v1110700046","75.3.17.1","4800","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110700049","75.3.17.4","5.1","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Very dissatisfied with dwelling","Number of households","Number","223","units","0","v1110700052","75.3.18.1","1000","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Very dissatisfied with dwelling","Percentage of households","Percent","239","units","0","v1110700055","75.3.18.4","","x","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Total, satisfaction with neighbourhood","Number of households","Number","223","units","0","v1110680942","75.3.19.1","95200","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Total, satisfaction with neighbourhood","Percentage of households","Percent","239","units","0","v1110680945","75.3.19.4","100.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Very satisfied with neighbourhood","Number of households","Number","223","units","0","v1110680948","75.3.20.1","28100","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Very satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680951","75.3.20.4","30.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Satisfied with neighbourhood","Number of households","Number","223","units","0","v1110680954","75.3.21.1","43200","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Satisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680957","75.3.21.4","45.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680960","75.3.22.1","19200","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Neither satisfied nor dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680963","75.3.22.4","20.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680966","75.3.23.1","4100","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680969","75.3.23.4","4.3","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Very dissatisfied with neighbourhood","Number of households","Number","223","units","0","v1110680972","75.3.24.1","600","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Very dissatisfied with neighbourhood","Percentage of households","Percent","239","units","0","v1110680975","75.3.24.4","","x","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Number of households","Number","223","units","0","v1110709022","75.3.25.1","6400","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved because the household was forced to move by a landlord, a bank or other financial institution or the government","Percentage of households","Percent","239","units","0","v1110709025","75.3.25.4","6.7","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved due to a natural disaster or fire","Number of households","Number","223","units","0","v1110637610","75.3.26.1","200","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved due to a natural disaster or fire","Percentage of households","Percent","239","units","0","v1110637613","75.3.26.4","","x","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved for a new job or job transfer","Number of households","Number","223","units","0","v1110637604","75.3.27.1","3600","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved for a new job or job transfer","Percentage of households","Percent","239","units","0","v1110637607","75.3.27.4","3.8","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved for a new school","Number of households","Number","223","units","0","v1110637598","75.3.28.1","2200","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved for a new school","Percentage of households","Percent","239","units","0","v1110637601","75.3.28.4","2.3","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to form own household","Number of households","Number","223","units","0","v1110637592","75.3.29.1","20300","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to form own household","Percentage of households","Percent","239","units","0","v1110637595","75.3.29.4","21.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to be closer to family","Number of households","Number","223","units","0","v1110637586","75.3.30.1","2400","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to be closer to family","Percentage of households","Percent","239","units","0","v1110637589","75.3.30.4","2.5","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved because of a change in household or family size","Number of households","Number","223","units","0","v1110653510","75.3.31.1","13700","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved because of a change in household or family size","Percentage of households","Percent","239","units","0","v1110653513","75.3.31.4","14.3","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to reduce commuting time","Number of households","Number","223","units","0","v1110653504","75.3.32.1","7100","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to reduce commuting time","Percentage of households","Percent","239","units","0","v1110653507","75.3.32.4","7.5","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to upgrade to a larger dwelling or better quality dwelling","Number of households","Number","223","units","0","v1110653498","75.3.33.1","21000","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to upgrade to a larger dwelling or better quality dwelling","Percentage of households","Percent","239","units","0","v1110653501","75.3.33.4","22.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to reduce housing costs","Number of households","Number","223","units","0","v1110653492","75.3.34.1","5000","D","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to reduce housing costs","Percentage of households","Percent","239","units","0","v1110653495","75.3.34.4","5.2","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to be in a more desirable neighbourhood","Number of households","Number","223","units","0","v1110653486","75.3.35.1","15800","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to be in a more desirable neighbourhood","Percentage of households","Percent","239","units","0","v1110653489","75.3.35.4","16.6","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved for personal health reasons","Number of households","Number","223","units","0","v1110665366","75.3.36.1","2100","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved for personal health reasons","Percentage of households","Percent","239","units","0","v1110665369","75.3.36.4","2.1","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to become a homeowner","Number of households","Number","223","units","0","v1110665360","75.3.37.1","54600","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved to become a homeowner","Percentage of households","Percent","239","units","0","v1110665363","75.3.37.4","57.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved for another reason","Number of households","Number","223","units","0","v1110665354","75.3.38.1","800","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Owner who is a first-time homebuyer","Moved for another reason","Percentage of households","Percent","239","units","0","v1110665357","75.3.38.4","","x","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Total, structural type of dwelling","Number of households","Number","223","units","0","v1110607598","75.5.1.1","374200","A","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Total, structural type of dwelling","Percentage of households","Percent","239","units","0","v1110607601","75.5.1.4","100.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Single-detached house","Number of households","Number","223","units","0","v1110607604","75.5.2.1","45500","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Single-detached house","Percentage of households","Percent","239","units","0","v1110607607","75.5.2.4","12.2","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Semi-detached house","Number of households","Number","223","units","0","v1110607610","75.5.3.1","3900","E","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Semi-detached house","Percentage of households","Percent","239","units","0","v1110607613","75.5.3.4","1.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Row house","Number of households","Number","223","units","0","v1110607616","75.5.4.1","26900","C","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Row house","Percentage of households","Percent","239","units","0","v1110607619","75.5.4.4","7.2","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Apartment or flat in a duplex","Number of households","Number","223","units","0","v1110607622","75.5.5.1","38400","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Apartment or flat in a duplex","Percentage of households","Percent","239","units","0","v1110607625","75.5.5.4","10.2","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Apartment in a building that has five or more storeys","Number of households","Number","223","units","0","v1110607628","75.5.6.1","98000","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Apartment in a building that has five or more storeys","Percentage of households","Percent","239","units","0","v1110607631","75.5.6.4","26.0","","","","1"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Apartment in a building that has fewer than five storeys","Number of households","Number","223","units","0","v1110607634","75.5.7.1","152500","B","","","0"
"2018","Vancouver, British Columbia","2016S0503933","Renter","Apartment in a building that has fewer than five storeys","Percentage of households","Percent","239","units","0","v1110607637","75.5.7.4","41.0","","","","1"
